,Mean,Maximum_value,Minimum_value,Range,Standard Deviation,Variance,Absolute_mean,Absolute_MAX,RMS,Crest Factor,Shape factor,Impulse Factor,Kurtosis,Skewness,Clearance Factor,FAULT TYPE,Label,Label_no
0,0.017267747306875,1.412952,-1.357043077,2.769995077,0.281398143721669,0.07918491529000107,0.196634994234375,1.412952,0.2819274558943402,5.01175735267707,1.4337603384995787,7.185658918452029,4.159016476302314,0.031072755562855766,9.014325633184347,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
1,0.018068830395625,1.584851077,-1.358086154,2.942937231,0.2824741789055502,0.0797916617483648,0.193394415003125,1.584851077,0.28305148715424666,5.599161809513292,1.4635970079574063,8.19491647147303,4.614926581343276,-0.07119413931450304,10.411133363123723,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
2,0.018002595,1.363092923,-1.324916308,2.6880092309999997,0.277097330986495,0.07678293083983917,0.19708482115125,1.363092923,0.2776815158892885,4.908835644441902,1.4089442011172728,6.916275515474189,4.03155873017398,-0.06581853000092383,8.552567400489334,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
3,0.0160616896175,1.204753846,-1.366639385,2.571393231,0.2913359656735923,0.08487664489496456,0.19994728499875003,1.366639385,0.2917783795423051,4.683826769974401,1.4592765265311263,6.834998459761749,3.8999710513652817,-0.1362562779149108,8.657522827655972,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
4,0.014901527314999998,1.524769846,-1.471155692,2.995925538,0.2801078622808856,0.07846041451156757,0.19386666808374997,1.524769846,0.2805039572410472,5.435822941669626,1.4468911031156224,7.865043852413572,4.702296734940535,-0.2854664346803795,9.985360573456717,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
5,0.015546539993750002,1.396888615,-1.590066462,2.986955077,0.28532863155646704,0.08141242798588612,0.19553050615875,1.590066462,0.2857518554474553,5.564500918148491,1.4614182771840991,8.132063345189906,4.777990664292493,-0.07516463253352981,10.32754946318903,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
6,0.017509610774374997,1.550638154,-1.366222154,2.916860308,0.27535829863392003,0.07582219262656709,0.19161140538437502,1.550638154,0.2759144416228284,5.619996346982457,1.4399687798820764,8.092619282706055,4.559451497887667,-0.03127262303146271,10.16730521464275,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
7,0.016502259231874997,1.347446769,-1.335555692,2.683002461,0.269124341344841,0.07242791110429449,0.184160446160625,1.347446769,0.26962981226869276,4.9973953460948755,1.4641027315579007,7.3167001768922475,4.711112752844805,-0.1450441771346192,9.312298605868378,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
8,0.01668571039,1.278603692,-1.292580923,2.571184615,0.27934936066456345,0.07803606530370034,0.19257455653125,1.292580923,0.2798472408920969,4.618880353722664,1.4531890709387911,6.712106450003673,3.973491086932155,0.04143799421549543,8.519966046367388,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
9,0.018044318089375,1.696460308,-1.438403077,3.134863385,0.2742922623013181,0.0752362451583751,0.184347287305625,1.696460308,0.27488514433065614,6.171524154682392,1.4911266032080557,9.202523849388024,5.866536433106713,-0.10438356694578789,11.80894163619446,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
10,0.018790639621875,1.329088615,-1.389587077,2.718675692,0.2820516688901885,0.07955314392374055,0.19675859884687502,1.389587077,0.28267690401081536,4.915813981558372,1.4366686166067142,7.0623956723814105,3.726068703765729,0.12285646307269155,8.929121923730053,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
11,0.016706050388125,1.390630154,-1.290703385,2.6813335389999997,0.2683564517758737,0.07201518520973683,0.186568258844375,1.390630154,0.2688759515637414,5.172013881912115,1.4411666444720532,7.453733891358161,4.350901877709589,-0.08364983591865308,9.384152205831816,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
12,0.016214630770625,1.328254154,-1.551889846,2.8801439999999996,0.2983042043849078,0.08898539835371283,0.205521618448125,1.551889846,0.2987445607952395,5.194704940799475,1.453591904593942,7.5509810487002715,4.313216569563653,-0.29853963650485493,9.590531066118979,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
13,0.0157054788425,1.274222769,-1.357460308,2.631683077,0.2737111956388402,0.07491781861804347,0.19180163654250001,1.357460308,0.27416141355726137,4.951317876527073,1.4294008043904871,7.077417755500797,4.060787644204855,-0.06665897502732289,8.840040815912898,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
14,0.01796778231125,1.385623385,-1.403147077,2.788770462,0.2986432688460086,0.08918780202702938,0.19775304231875,1.403147077,0.2991832936983846,4.689924559806984,1.5129137341722578,7.095451278763767,5.248128322088885,-0.22626579610925415,9.116809037627961,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
15,0.016988724232500002,1.412743385,-1.028056615,2.4408,0.2708752138975717,0.07337338150405522,0.19121099423875001,1.412743385,0.2714074395721369,5.205249300561303,1.4194133588011784,7.388400393107204,3.83681001730005,0.09041570809956857,9.221059419891137,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
16,0.02197059,1.622193231,-1.382911385,3.005104616,0.2904797633014672,0.0843784928876764,0.20040402230875004,1.622193231,0.2913094569570726,5.568625364740722,1.4536108287700444,8.094614131550651,4.633209388741215,-0.12214881171105187,10.205185095898562,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
17,0.019227297714375,1.338267692,-1.229370462,2.567638154,0.2641147543571102,0.06975660346911666,0.185697941554375,1.338267692,0.2648136938425086,5.0536196696682225,1.4260453919192604,7.206691042442904,3.942917841478107,0.13778532317653372,9.078770585265664,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
18,0.0211584242325,1.347864,-1.350576,2.6984399999999997,0.2853360070667883,0.08141663692881827,0.1990220757625,1.350576,0.2861194083679412,4.720322915889714,1.4376264907887781,6.786061268960382,3.759431341719151,-0.1996878895006729,8.529322163583565,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
19,0.0200392026925,1.426512,-1.565449846,2.9919618459999997,0.2654576863541001,0.0704677832444718,0.18242124577375002,1.565449846,0.2662129840729465,5.8804413746064395,1.459331027719875,8.58151055465089,5.304995981246478,-0.09292063919970965,10.87345923658902,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
20,0.021221921533125,1.345986462,-1.140917538,2.486904,0.2745315243644316,0.07536755786985852,0.195222276918125,1.345986462,0.2753505544272911,4.888264942119156,1.410446383343697,6.894635608437752,3.523651313083927,-0.007017350633223147,8.568848456422216,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
21,0.01763621422625,1.527481846,-1.410657231,2.9381390769999998,0.27478279296654623,0.0755055833104958,0.18586678962249997,1.527481846,0.275348178426388,5.547455787539772,1.4814275265937875,8.218153706223436,5.464133538996036,-0.004193375768182627,10.427910614857693,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
22,0.019479461530625,1.380825231,-1.366430769,2.747256,0.2712641999455381,0.07358426617209285,0.190740696918125,1.380825231,0.2719627099321081,5.077259420398866,1.425824243731517,7.2392795733189335,4.232379504662242,0.059396570467007664,9.043324715919347,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
23,0.018189045007499998,1.330131692,-1.350784615,2.680916307,0.28065715377244665,0.07876843796365077,0.1924718134575,1.350784615,0.2812459409874845,4.802859057297862,1.4612318340814452,7.018090549130036,4.5682731518762285,0.0019340839532108792,8.898739315299586,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
24,0.02017532424,1.593195692,-1.504742769,3.097938461,0.27341755397111267,0.07475715881954632,0.18567694960874995,1.593195692,0.27416090627172846,5.8111702126522,1.4765478797956768,8.580471056623399,5.77270267062211,-0.009023805170969155,10.85276665578495,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
25,0.01928192884625,1.317406154,-1.348907077,2.666313231,0.28767564795310063,0.0827572784252363,0.20024508346375,1.348907077,0.28832112514567526,4.678488530170864,1.43984121936192,6.736280630051974,3.620066750705072,-0.06696089827698781,8.499498734269423,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
26,0.01864943308,1.447373538,-1.606129846,3.053503384,0.26988204657592496,0.07283631906400974,0.18265450384875004,1.606129846,0.2705256372660734,5.937070742098662,1.4810783833180838,8.793267136352583,6.24928145536575,-0.18088047519094266,11.137065437005722,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
27,0.01695312922875,1.272345231,-1.214141538,2.486486769,0.2943329392490915,0.08663187912700937,0.20806437921624998,1.272345231,0.294820772195,4.315656666683061,1.416968984818783,6.115151645816311,3.0237063271767832,0.02947495007206529,7.647573282255365,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
28,0.01647148846125,1.373523692,-1.424634462,2.7981581540000002,0.283553584520896,0.08040263529464892,0.19214702538624998,1.424634462,0.2840315919519834,5.015760578636054,1.478199266322385,7.414293607388557,5.19053457069151,-0.08208607438948698,9.369861897354852,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
29,0.015686051533750002,1.443409846,-1.557105231,3.000515077,0.28680699603516996,0.082258252974718,0.19795513846375,1.557105231,0.28723562659850793,5.421003130563918,1.4510137439605144,7.865950048501219,4.48791814524725,-0.2382572100420114,9.96077685952973,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
